Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35025,1052,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,26,Mil Reais,-,Mil Reais,-,Mil Reais,433,Mil Reais,-,Mil Reais,17816,Mil Reais,206,Mil Reais,...,Mil Reais,-,Mil Reais,13219,Mil Reais,13219,Mil Reais,-,Mil Reais,...,Mil Reais,608661,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,422,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6016,Mil Reais,-,Mil Reais,-,Mil Reais,139911,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,619,Mil Reais,-,Mil Reais,963,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,13638,Mil Reais,251,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8279,Mil Reais,277,Mil Reais,51,Mil Reais,1871,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2016
35026,542,Mil Reais,199,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,63,Mil Reais,-,Mil Reais,5,Mil Reais,-,Mil Reais,-,Mil Reais,3120,Mil Reais,1152,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,27036,Mil Reais,27036,Mil Reais,-,Mil Reais,...,Mil Reais,276818,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,692,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,423,Mil Reais,-,Mil Reais,-,Mil Reais,126700,Mil Reais,13091,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4150,Mil Reais,490,Mil Reais,1544,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,14446,Mil Reais,731,Mil Reais,16,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5597,Mil Reais,113,Mil Reais,7150,Mil Reais,1639,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2016
35027,3674,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,596,Mil Reais,-,Mil Reais,-,Mil Reais,9,Mil Reais,-,Mil Reais,-,Mil Reais,6028,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,4904,Mil Reais,4904,Mil Reais,-,Mil Reais,...,Mil Reais,520288,Mil Reais,...,Mil Reais,128,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,750,Mil Reais,-,Mil Reais,-,Mil Reais,33,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,153093,Mil Reais,3702,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,10,Mil Reais,-,Mil Reais,17189,Mil Reais,867,Mil Reais,340,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,64273,Mil Reais,-,Mil Reais,23,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,19453,Mil Reais,-,Mil Reais,16167,Mil Reais,5544,Mil Reais,31,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2016
35028,435,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,20,Mil Reais,-,Mil Reais,-,Mil Reais,3227,Mil Reais,883,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,577,Mil Reais,577,Mil Reais,-,Mil Reais,...,Mil Reais,611025,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,47,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1135,Mil Reais,-,Mil Reais,52,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,56286,Mil Reais,351,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12170,Mil Reais,-,Mil Reais,156,Mil Reais,-,Mil Reais,7706,Mil Reais,-,Mil Reais,23528,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2349,Mil Reais,71,Mil Reais,2460,Mil Reais,1071,Mil Reais,24,Mil Reais,-,Mil Reais,-,Mil Reais,30,Mil Reais,446,2016
35029,1421,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,239,Mil Reais,-,Mil Reais,-,Mil Reais,5,Mil Reais,-,Mil Reais,-,Mil Reais,2953,Mil Reais,-,Mil Reais,62759,Mil Reais,166,Mil Reais,...,Mil Reais,-,Mil Reais,11530,Mil Reais,11530,Mil Reais,-,Mil Reais,...,Mil Reais,248084,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,105,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1373,Mil Reais,-,Mil Reais,-,Mil Reais,69,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,186822,Mil Reais,4146,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,173,Mil Reais,-,Mil Reais,3839,Mil Reais,1230,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,86133,Mil Reais,-,Mil Reais,504,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,19972,Mil Reais,300,Mil Reais,4323,Mil Reais,10819,Mil Reais,941,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2016
35030,3385,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,17,Mil Reais,-,Mil Reais,-,Mil Reais,4092,Mil Reais,1253,Mil Reais,429434,Mil Reais,2255,Mil Reais,...,Mil Reais,-,Mil Reais,459531,Mil Reais,459531,Mil Reais,-,Mil Reais,...,Mil Reais,411144,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,43876,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,130392,Mil Reais,-,Mil Reais,-,Mil Reais,2430,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,523691,Mil Reais,6295,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3133,Mil Reais,3644,Mil Reais,1812,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,174109,Mil Reais,-,Mil Reais,15,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,13812,Mil Reais,360,Mil Reais,14681,Mil Reais,8489,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1076,2016
35031,16941,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,869,Mil Reais,-,Mil Reais,-,Mil Reais,377,Mil Reais,-,Mil Reais,-,Mil Reais,5968,Mil Reais,908,Mil Reais,4641,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,23700,Mil Reais,23700,Mil Reais,-,Mil Reais,...,Mil Reais,175573,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5004,Mil Reais,-,Mil Reais,-,Mil Reais,150,Mil Reais,1661,Mil Reais,-,Mil Reais,-,Mil Reais,269895,Mil Reais,79586,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,48480,Mil Reais,16953,Mil Reais,1920,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,65069,Mil Reais,-,Mil Reais,418,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6325,Mil Reais,248,Mil Reais,24169,Mil Reais,68048,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,873,2016
35032,4322,Mil Reais,636,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5867,Mil Reais,585,Mil Reais,180,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,739,Mil Reais,739,Mil Reais,-,Mil Reais,...,Mil Reais,241700,Mil Reais,...,Mil Reais,6726,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3335,Mil Reais,35804,Mil Reais,-,Mil Reais,-,Mil Reais,48576,Mil Reais,-,Mil Reais,-,Mil Reais,18256,Mil Reais,12423,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5011,Mil Reais,903,Mil Reais,825,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18403,Mil Reais,28,Mil Reais,-,Mil Reais,-,Mil Reais,6367,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6248,Mil Reais,-,Mil Reais,363,Mil Reais,48413,Mil Reais,15,Mil Reais,15,Mil Reais,-,Mil Reais,-,Mil Reais,35561,2016
35033,4915,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,16,Mil Reais,-,Mil Reais,-,Mil Reais,3435,Mil Reais,282,Mil Reais,21748,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,92310,Mil Reais,92310,Mil Reais,-,Mil Reais,...,Mil Reais,4902,Mil Reais,...,Mil Reais,675,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2306,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,102,Mil Reais,-,Mil Reais,-,Mil Reais,18304,Mil Reais,1979,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,865,Mil Reais,1880,Mil Reais,1083,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,23798,Mil Reais,27,Mil Reais,145,Mil Reais,-,Mil Reais,180,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3303,Mil Reais,-,Mil Reais,19282,Mil Reais,9667,Mil Reais,315,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1257,2016
35034,205,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,207,Mil Reais,-,Mil Reais,3652,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1726,Mil Reais,47,Mil Reais,-,Mil Reais,3870,Mil Reais,...,Mil Reais,-,Mil Reais,6603,Mil Reais,6603,Mil Reais,-,Mil Reais,...,Mil Reais,458109,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,924,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,378,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,14,Mil Reais,-,Mil Reais,-,Mil Reais,30,Mil Reais,149,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,735,Mil Reais,-,Mil Reais,769,Mil Reais,1332,Mil Reais,435,Mil Reais,-,Mil Reais,758,Mil Reais,-,Mil Reais,2629,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,200,Mil Reais,-,Mil Reais,484,Mil Reais,501,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11691,Mil Reais,15010,2016
35035,-,Mil Reais,802,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,11,Mil Reais,-,Mil Reais,30481,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3626,Mil Reais,3186,Mil Reais,-,Mil Reais,3907,Mil Reais,...,Mil Reais,-,Mil Reais,41438,Mil Reais,41438,Mil Reais,-,Mil Reais,...,Mil Reais,359087,Mil Reais,...,Mil Reais,31,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,290,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2014,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,339,Mil Reais,-,Mil Reais,-,Mil Reais,252,Mil Reais,31,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11071,Mil Reais,-,Mil Reais,9452,Mil Reais,490,Mil Reais,4746,Mil Reais,-,Mil Reais,9088,Mil Reais,156,Mil Reais,7828,Mil Reais,-,Mil Reais,25,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4208,Mil Reais,-,Mil Reais,48,Mil Reais,10978,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1141,Mil Reais,351,2016
35036,-,Mil Reais,2063,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,4235,Mil Reais,-,Mil Reais,80688,Mil Reais,29,Mil Reais,-,Mil Reais,-,Mil Reais,4427,Mil Reais,31628,Mil Reais,-,Mil Reais,14723,Mil Reais,...,Mil Reais,-,Mil Reais,6910,Mil Reais,6910,Mil Reais,-,Mil Reais,...,Mil Reais,1813714,Mil Reais,...,Mil Reais,183,Mil Reais,-,Mil Reais,35,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2733,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4215,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,931,Mil Reais,-,Mil Reais,-,Mil Reais,891,Mil Reais,1741,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1100,Mil Reais,-,Mil Reais,40976,Mil Reais,2361,Mil Reais,857,Mil Reais,-,Mil Reais,19518,Mil Reais,97,Mil Reais,96378,Mil Reais,-,Mil Reais,-,Mil Reais,104,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,130916,Mil Reais,384,Mil Reais,37,Mil Reais,27503,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,338,Mil Reais,660,2016
35037,3486,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,212838,Mil Reais,46,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9914,Mil Reais,-,Mil Reais,1696,Mil Reais,...,Mil Reais,-,Mil Reais,10263,Mil Reais,10263,Mil Reais,-,Mil Reais,...,Mil Reais,292760,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,2295,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1918,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,576,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,24125,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,7688,Mil Reais,-,Mil Reais,7721,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5659,Mil Reais,-,Mil Reais,-,Mil Reais,29,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2016
35038,121,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,47009,Mil Reais,-,Mil Reais,86,Mil Reais,-,Mil Reais,121,Mil Reais,327,Mil Reais,-,Mil Reais,6853,Mil Reais,...,Mil Reais,-,Mil Reais,151484,Mil Reais,151484,Mil Reais,-,Mil Reais,...,Mil Reais,156431,Mil Reais,...,Mil Reais,41,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1545,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1325,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,96,Mil Reais,-,Mil Reais,-,Mil Reais,41872,Mil Reais,469,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,52130,Mil Reais,132,Mil Reais,4998,Mil Reais,-,Mil Reais,29643,Mil Reais,-,Mil Reais,21052,Mil Reais,-,Mil Reais,2430,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8576,Mil Reais,-,Mil Reais,2097,Mil Reais,6362,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2016
35039,-,Mil Reais,35,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,70165,Mil Reais,2734,Mil Reais,3224,Mil Reais,-,Mil Reais,9162,Mil Reais,17292,Mil Reais,1489,Mil Reais,466,Mil Reais,...,Mil Reais,-,Mil Reais,1641,Mil Reais,1641,Mil Reais,-,Mil Reais,...,Mil Reais,1192035,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8100,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9830,Mil Reais,82,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,425,Mil Reais,-,Mil Reais,67644,Mil Reais,602,Mil Reais,63,Mil Reais,-,Mil Reais,4027,Mil Reais,-,Mil Reais,338488,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,503361,Mil Reais,23,Mil Reais,-,Mil Reais,705,Mil Reais,2469,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,59,2016
35040,17295,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1316,Mil Reais,101,Mil Reais,466,Mil Reais,-,Mil Reais,2752,Mil Reais,-,Mil Reais,13125,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,223258,Mil Reais,223258,Mil Reais,-,Mil Reais,...,Mil Reais,492970,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,932,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,44725,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,177058,Mil Reais,545,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2500,Mil Reais,-,Mil Reais,34037,Mil Reais,1200,Mil Reais,62,Mil Reais,-,Mil Reais,1700,Mil Reais,-,Mil Reais,176299,Mil Reais,-,Mil Reais,642,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,252186,Mil Reais,2242,Mil Reais,7386,Mil Reais,12753,Mil Reais,4893,Mil Reais,-,Mil Reais,-,Mil Reais,277,Mil Reais,-,2016
35041,1764,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,2669,Mil Reais,269,Mil Reais,12,Mil Reais,2212,Mil Reais,1571,Mil Reais,-,Mil Reais,10903,Mil Reais,5713,Mil Reais,135953,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,14406,Mil Reais,14406,Mil Reais,-,Mil Reais,...,Mil Reais,25781,Mil Reais,...,Mil Reais,12243,Mil Reais,-,Mil Reais,12143,Mil Reais,-,Mil Reais,3570,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,465743,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,197423,Mil Reais,3751,Mil Reais,-,Mil Reais,3527,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,14189,Mil Reais,-,Mil Reais,1577,Mil Reais,-,Mil Reais,6545,Mil Reais,-,Mil Reais,415349,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,711,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,904826,Mil Reais,9968,Mil Reais,9648,Mil Reais,282329,Mil Reais,163137,Mil Reais,1649,Mil Reais,-,Mil Reais,-,Mil Reais,975,2016
35042,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,3693,Mil Reais,-,Mil Reais,-,Mil Reais,10,Mil Reais,-,Mil Reais,-,Mil Reais,1146,Mil Reais,-,Mil Reais,99330,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,260,Mil Reais,260,Mil Reais,-,Mil Reais,...,Mil Reais,84090,Mil Reais,...,Mil Reais,399,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,810,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,77671,Mil Reais,218,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,297012,Mil Reais,15834,Mil Reais,-,Mil Reais,104,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2685,Mil Reais,-,Mil Reais,736,Mil Reais,-,Mil Reais,8735,Mil Reais,-,Mil Reais,131644,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,131689,Mil Reais,-,Mil Reais,7967,Mil Reais,6892,Mil Reais,15468,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2668,2016
35043,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,22,Mil Reais,-,Mil Reais,-,Mil Reais,1083,Mil Reais,-,Mil Reais,1361,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,956,Mil Reais,956,Mil Reais,-,Mil Reais,...,Mil Reais,180120,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,24,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2727,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,49334,Mil Reais,1050,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1351,Mil Reais,-,Mil Reais,2878,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,21990,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5444,Mil Reais,129,Mil Reais,18720,Mil Reais,18361,Mil Reais,144,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,561,2016
35044,247,Mil Reais,574,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,92,Mil Reais,6,Mil Reais,246,Mil Reais,-,Mil Reais,-,Mil Reais,8284,Mil Reais,1382,Mil Reais,25369,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,41,Mil Reais,41,Mil Reais,-,Mil Reais,...,Mil Reais,900,Mil Reais,...,Mil Reais,14163,Mil Reais,-,Mil Reais,9301,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,13,Mil Reais,-,Mil Reais,38527,Mil Reais,303,Mil Reais,-,Mil Reais,-,Mil Reais,150,Mil Reais,-,Mil Reais,-,Mil Reais,47185,Mil Reais,1166,Mil Reais,-,Mil Reais,6304,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8182,Mil Reais,-,Mil Reais,2201,Mil Reais,-,Mil Reais,3300,Mil Reais,-,Mil Reais,95911,Mil Reais,-,Mil Reais,1809,Mil Reais,196,Mil Reais,36590,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,109843,Mil Reais,780,Mil Reais,3144,Mil Reais,564184,Mil Reais,18438,Mil Reais,230,Mil Reais,-,Mil Reais,-,Mil Reais,18107,2016
