Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35046,6,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,102,Hectares,12,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,108,Hectares,108,Hectares,-,Hectares,...,Hectares,19287,Hectares,...,Hectares,67,Hectares,-,Hectares,45,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8,Hectares,-,Hectares,1208,Hectares,-,Hectares,-,Hectares,-,Hectares,80,Hectares,-,Hectares,-,Hectares,3121,Hectares,130,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,1190,Hectares,6,Hectares,40,Hectares,-,Hectares,355,Hectares,-,Hectares,8232,Hectares,-,Hectares,-,Hectares,-,Hectares,51,Hectares,-,Hectares,-,Hectares,-,Hectares,4299,Hectares,-,Hectares,347,Hectares,80,Hectares,740,Hectares,-,Hectares,-,Hectares,-,Hectares,462,2018
35047,11,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,23,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,30,Hectares,30,Hectares,-,Hectares,...,Hectares,26,Hectares,...,Hectares,285,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,19,Hectares,33,Hectares,-,Hectares,-,Hectares,92,Hectares,-,Hectares,-,Hectares,81,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,154,Hectares,3,Hectares,30,Hectares,-,Hectares,-,Hectares,-,Hectares,702,Hectares,-,Hectares,-,Hectares,-,Hectares,82,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,346,Hectares,12,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1799,2018
35048,41,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,450,Hectares,-,Hectares,130,Hectares,4,Hectares,110,Hectares,-,Hectares,...,Hectares,-,Hectares,978,Hectares,968,Hectares,10,Hectares,...,Hectares,383,Hectares,...,Hectares,235,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,330,Hectares,30,Hectares,-,Hectares,-,Hectares,35,Hectares,-,Hectares,-,Hectares,126,Hectares,28,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,132,Hectares,29,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,10677,Hectares,-,Hectares,14,Hectares,-,Hectares,240,Hectares,-,Hectares,-,Hectares,-,Hectares,1710,Hectares,-,Hectares,234,Hectares,85,Hectares,300,Hectares,400,Hectares,-,Hectares,-,Hectares,540,2018
35049,6,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,46,Hectares,812,Hectares,44,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,5,Hectares,5,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,8,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,50,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,3,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,24,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,135,Hectares,-,Hectares,-,Hectares,-,Hectares,7,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,55,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7,2018
35050,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3422,Hectares,190,Hectares,-,Hectares,182,Hectares,-,Hectares,80,Hectares,-,Hectares,...,Hectares,-,Hectares,26,Hectares,26,Hectares,-,Hectares,...,Hectares,2050,Hectares,...,Hectares,34,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,295,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,11,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,119,Hectares,-,Hectares,13,Hectares,-,Hectares,-,Hectares,-,Hectares,1097,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,1190,Hectares,-,Hectares,53,Hectares,6,Hectares,225,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35051,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4467,Hectares,-,Hectares,-,Hectares,177,Hectares,2,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,197,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,98,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,91,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,229,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,100,Hectares,-,Hectares,19,Hectares,45,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3,2018
35052,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,75,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,243,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,96,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,28,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,25,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,482,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35053,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,28,Hectares,-,Hectares,10,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,25,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,239,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,30,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,80,Hectares,-,Hectares,9,Hectares,-,Hectares,-,Hectares,-,Hectares,1628,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,50,Hectares,-,Hectares,17,Hectares,19,Hectares,70,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35054,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,246,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,59,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,86,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35055,3,Hectares,20,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2879,Hectares,-,Hectares,-,Hectares,26146,Hectares,21,Hectares,-,Hectares,165,Hectares,...,Hectares,-,Hectares,14,Hectares,9,Hectares,5,Hectares,...,Hectares,34,Hectares,...,Hectares,9,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,87,Hectares,21,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,253,Hectares,-,Hectares,-,Hectares,-,Hectares,93,Hectares,-,Hectares,-,Hectares,86,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,562,Hectares,-,Hectares,322,Hectares,-,Hectares,14,Hectares,-,Hectares,745,Hectares,-,Hectares,8351,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,983,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35056,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8778,Hectares,6,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,136,Hectares,-,Hectares,9,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,571,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35057,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,3,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35058,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,22,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,2,Hectares,2,Hectares,-,Hectares,...,Hectares,1,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,21,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,2018
35059,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,130,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35060,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35061,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,42,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,1,Hectares,1,Hectares,-,Hectares,...,Hectares,10,Hectares,...,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,21,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
35062,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,21,Hectares,15,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,20,Hectares,...,Hectares,721,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,50,Hectares,-,Hectares,-,Hectares,-,Hectares,45,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,323,Hectares,-,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,26,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,148,Hectares,97,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,2018
35063,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2018
25014,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,35,Hectares,355,Hectares,38,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,430,Hectares,3290,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,56,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,185,Hectares,3,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,2350,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,200,Hectares,-,Hectares,-,Hectares,200,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2017
31026,-,Hectares,5,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,26,Hectares,-,Hectares,17,Hectares,300,Hectares,-,Hectares,16,Hectares,1,Hectares,65,Hectares,22,Hectares,...,Hectares,-,Hectares,494,Hectares,494,Hectares,-,Hectares,...,Hectares,32578,Hectares,...,Hectares,-,Hectares,-,Hectares,25,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1049,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,62,Hectares,12,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,416,Hectares,2,Hectares,15,Hectares,-,Hectares,27,Hectares,-,Hectares,5083,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6244,Hectares,704,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2017
35001,-,Hectares,8,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,1,Hectares,-,Hectares,-,Hectares,2524,Hectares,10,Hectares,-,Hectares,2862,Hectares,...,Hectares,-,Hectares,57,Hectares,57,Hectares,-,Hectares,...,Hectares,64649,Hectares,...,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,31,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,101,Hectares,-,Hectares,-,Hectares,-,Hectares,19,Hectares,-,Hectares,-,Hectares,7747,Hectares,1477,Hectares,-,Hectares,-,Hectares,-,Hectares,84,Hectares,-,Hectares,225,Hectares,203,Hectares,5,Hectares,-,Hectares,3,Hectares,-,Hectares,3821,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,849,Hectares,200,Hectares,447,Hectares,174,Hectares,-,Hectares,-,Hectares,-,Hectares,160,Hectares,673,2017
35002,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1570,Hectares,-,Hectares,-,Hectares,4026,Hectares,...,Hectares,-,Hectares,164,Hectares,164,Hectares,-,Hectares,...,Hectares,61882,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5788,Hectares,697,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,363,Hectares,-,Hectares,5133,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2795,Hectares,1015,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2017
35003,-,Hectares,30,Hectares,-,Hectares,...,Hectares,-,Hectares,179,Hectares,-,Hectares,700,Hectares,4,Hectares,-,Hectares,-,Hectares,328,Hectares,-,Hectares,-,Hectares,7998,Hectares,...,Hectares,-,Hectares,151,Hectares,151,Hectares,-,Hectares,...,Hectares,95051,Hectares,...,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,23,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,5412,Hectares,94,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,26,Hectares,28,Hectares,-,Hectares,-,Hectares,12,Hectares,-,Hectares,5210,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6486,Hectares,-,Hectares,129,Hectares,1023,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,2017
35004,126,Hectares,89,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,10389,Hectares,-,Hectares,-,Hectares,-,Hectares,288,Hectares,92,Hectares,-,Hectares,20502,Hectares,...,Hectares,-,Hectares,272,Hectares,272,Hectares,-,Hectares,...,Hectares,510610,Hectares,...,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,136,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,373,Hectares,-,Hectares,-,Hectares,-,Hectares,53,Hectares,-,Hectares,-,Hectares,25285,Hectares,641,Hectares,-,Hectares,-,Hectares,-,Hectares,13,Hectares,-,Hectares,515,Hectares,322,Hectares,2,Hectares,-,Hectares,183,Hectares,-,Hectares,24941,Hectares,-,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16458,Hectares,504,Hectares,230,Hectares,333,Hectares,-,Hectares,-,Hectares,-,Hectares,13,Hectares,3,2017
35005,43,Hectares,2,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2268,Hectares,-,Hectares,-,Hectares,-,Hectares,56,Hectares,448,Hectares,-,Hectares,1490,Hectares,...,Hectares,-,Hectares,23,Hectares,23,Hectares,-,Hectares,...,Hectares,126180,Hectares,...,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,18,Hectares,-,Hectares,-,Hectares,135,Hectares,104,Hectares,-,Hectares,-,Hectares,5879,Hectares,1540,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,168,Hectares,118,Hectares,6,Hectares,-,Hectares,10,Hectares,-,Hectares,1180,Hectares,-,Hectares,57,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1609,Hectares,-,Hectares,92,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,2017
35006,-,Hectares,15,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,590,Hectares,-,Hectares,-,Hectares,1363,Hectares,...,Hectares,-,Hectares,5,Hectares,5,Hectares,-,Hectares,...,Hectares,55791,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,92,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,609,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,12,Hectares,-,Hectares,3,Hectares,94,Hectares,-,Hectares,-,Hectares,47,Hectares,-,Hectares,4402,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1915,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2017
