Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35013,211,Hectares,2,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,12168,Hectares,-,Hectares,-,Hectares,-,Hectares,61,Hectares,138,Hectares,-,Hectares,663,Hectares,...,Hectares,-,Hectares,155,Hectares,155,Hectares,-,Hectares,...,Hectares,281785,Hectares,...,Hectares,-,Hectares,-,Hectares,1915,Hectares,-,Hectares,-,Hectares,-,Hectares,26,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,105,Hectares,-,Hectares,-,Hectares,-,Hectares,2124,Hectares,-,Hectares,-,Hectares,23076,Hectares,6649,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,562,Hectares,5891,Hectares,50,Hectares,-,Hectares,20,Hectares,-,Hectares,6220,Hectares,-,Hectares,42,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,9085,Hectares,29,Hectares,972,Hectares,268,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,2016
35014,769,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,2,Hectares,7321,Hectares,188,Hectares,-,Hectares,-,Hectares,87,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,1679,Hectares,1679,Hectares,-,Hectares,...,Hectares,321466,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,116,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4531,Hectares,275,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,167,Hectares,52,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4462,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8660,Hectares,199,Hectares,9,Hectares,86,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35015,649,Hectares,32,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,250,Hectares,10,Hectares,-,Hectares,-,Hectares,12,Hectares,-,Hectares,-,Hectares,25,Hectares,...,Hectares,-,Hectares,16337,Hectares,16337,Hectares,-,Hectares,...,Hectares,111577,Hectares,...,Hectares,-,Hectares,-,Hectares,40,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,240,Hectares,-,Hectares,-,Hectares,100,Hectares,-,Hectares,-,Hectares,-,Hectares,4001,Hectares,7,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,50,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,5470,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6400,Hectares,950,Hectares,47,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35016,-,Hectares,1855,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,1195,Hectares,-,Hectares,-,Hectares,-,Hectares,596,Hectares,24,Hectares,-,Hectares,218,Hectares,...,Hectares,-,Hectares,148,Hectares,148,Hectares,-,Hectares,...,Hectares,196271,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,13,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1440,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,3670,Hectares,108,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,90,Hectares,649,Hectares,-,Hectares,13,Hectares,-,Hectares,28,Hectares,5,Hectares,10464,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4809,Hectares,118,Hectares,-,Hectares,163,Hectares,-,Hectares,-,Hectares,-,Hectares,49,Hectares,2,2016
35017,-,Hectares,59,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,400,Hectares,-,Hectares,-,Hectares,-,Hectares,211,Hectares,-,Hectares,-,Hectares,1668,Hectares,...,Hectares,-,Hectares,20,Hectares,20,Hectares,-,Hectares,...,Hectares,180324,Hectares,...,Hectares,-,Hectares,-,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,200,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,611,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,650,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,87,Hectares,123,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,12301,Hectares,-,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,12602,Hectares,1170,Hectares,-,Hectares,131,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35018,7,Hectares,1,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2353,Hectares,-,Hectares,-,Hectares,-,Hectares,434,Hectares,2547,Hectares,-,Hectares,3167,Hectares,...,Hectares,-,Hectares,851,Hectares,851,Hectares,-,Hectares,...,Hectares,145397,Hectares,...,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,9,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,195,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,33,Hectares,-,Hectares,164,Hectares,8,Hectares,8,Hectares,-,Hectares,50,Hectares,-,Hectares,20663,Hectares,-,Hectares,58,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,21902,Hectares,1182,Hectares,1,Hectares,122,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35019,55,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,4783,Hectares,-,Hectares,-,Hectares,-,Hectares,333,Hectares,30,Hectares,-,Hectares,925,Hectares,...,Hectares,-,Hectares,891,Hectares,891,Hectares,-,Hectares,...,Hectares,120231,Hectares,...,Hectares,21,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,46,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,22,Hectares,-,Hectares,-,Hectares,-,Hectares,36,Hectares,-,Hectares,-,Hectares,7625,Hectares,61,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,260,Hectares,83,Hectares,18,Hectares,-,Hectares,128,Hectares,-,Hectares,6959,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1130,Hectares,-,Hectares,132,Hectares,196,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35020,327,Hectares,789,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,3156,Hectares,5,Hectares,-,Hectares,-,Hectares,35,Hectares,152,Hectares,-,Hectares,1019,Hectares,...,Hectares,-,Hectares,2695,Hectares,2695,Hectares,-,Hectares,...,Hectares,153134,Hectares,...,Hectares,19,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,140,Hectares,-,Hectares,-,Hectares,300,Hectares,512,Hectares,-,Hectares,-,Hectares,32020,Hectares,290,Hectares,-,Hectares,-,Hectares,-,Hectares,20,Hectares,-,Hectares,2085,Hectares,23,Hectares,31,Hectares,-,Hectares,2198,Hectares,-,Hectares,4609,Hectares,-,Hectares,23,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2704,Hectares,371,Hectares,506,Hectares,34,Hectares,50,Hectares,-,Hectares,-,Hectares,-,Hectares,7,2016
35021,27,Hectares,28,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,1989,Hectares,9,Hectares,-,Hectares,-,Hectares,50,Hectares,-,Hectares,-,Hectares,37,Hectares,...,Hectares,-,Hectares,4579,Hectares,4579,Hectares,-,Hectares,...,Hectares,218696,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,60,Hectares,-,Hectares,-,Hectares,340,Hectares,-,Hectares,-,Hectares,-,Hectares,4029,Hectares,101,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,88,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,6632,Hectares,725,Hectares,14,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6923,Hectares,1037,Hectares,153,Hectares,7,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35022,169,Hectares,150,Hectares,-,Hectares,...,Hectares,-,Hectares,1470,Hectares,-,Hectares,-,Hectares,65,Hectares,-,Hectares,-,Hectares,921,Hectares,-,Hectares,2580,Hectares,-,Hectares,...,Hectares,-,Hectares,3833,Hectares,3833,Hectares,-,Hectares,...,Hectares,64250,Hectares,...,Hectares,55,Hectares,-,Hectares,-,Hectares,-,Hectares,760,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16252,Hectares,-,Hectares,-,Hectares,-,Hectares,45,Hectares,-,Hectares,-,Hectares,29060,Hectares,12,Hectares,-,Hectares,32,Hectares,-,Hectares,-,Hectares,-,Hectares,363,Hectares,-,Hectares,20,Hectares,-,Hectares,200,Hectares,-,Hectares,36675,Hectares,-,Hectares,10,Hectares,-,Hectares,210,Hectares,-,Hectares,-,Hectares,-,Hectares,44140,Hectares,1482,Hectares,64,Hectares,20,Hectares,9445,Hectares,1415,Hectares,-,Hectares,-,Hectares,2,2016
35023,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,31,Hectares,3,Hectares,98,Hectares,55,Hectares,...,Hectares,-,Hectares,3390,Hectares,3390,Hectares,-,Hectares,...,Hectares,71514,Hectares,...,Hectares,2,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,63,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2130,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,13860,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1380,Hectares,-,Hectares,3,Hectares,-,Hectares,187,Hectares,-,Hectares,5150,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1770,Hectares,-,Hectares,-,Hectares,40,Hectares,1250,Hectares,300,Hectares,-,Hectares,-,Hectares,-,2016
35024,18,Hectares,35,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,13612,Hectares,-,Hectares,-,Hectares,-,Hectares,281,Hectares,13,Hectares,-,Hectares,869,Hectares,...,Hectares,-,Hectares,343,Hectares,343,Hectares,-,Hectares,...,Hectares,286719,Hectares,...,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,71,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,320,Hectares,10,Hectares,-,Hectares,372,Hectares,636,Hectares,-,Hectares,-,Hectares,37277,Hectares,1832,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,885,Hectares,435,Hectares,3,Hectares,-,Hectares,489,Hectares,-,Hectares,12238,Hectares,-,Hectares,18,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8928,Hectares,200,Hectares,188,Hectares,51,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,2016
35025,30,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,20,Hectares,-,Hectares,-,Hectares,11,Hectares,-,Hectares,200,Hectares,30,Hectares,...,Hectares,-,Hectares,1636,Hectares,1636,Hectares,-,Hectares,...,Hectares,121300,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,60,Hectares,-,Hectares,-,Hectares,-,Hectares,75,Hectares,-,Hectares,-,Hectares,11197,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,82,Hectares,-,Hectares,33,Hectares,-,Hectares,-,Hectares,-,Hectares,3210,Hectares,24,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2190,Hectares,190,Hectares,2,Hectares,16,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35026,32,Hectares,8,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,93,Hectares,90,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,2090,Hectares,2090,Hectares,-,Hectares,...,Hectares,67239,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,130,Hectares,-,Hectares,-,Hectares,-,Hectares,17,Hectares,-,Hectares,-,Hectares,7080,Hectares,425,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,482,Hectares,18,Hectares,42,Hectares,-,Hectares,-,Hectares,-,Hectares,5587,Hectares,68,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1643,Hectares,160,Hectares,299,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35027,226,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,275,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,129,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,910,Hectares,910,Hectares,-,Hectares,...,Hectares,90181,Hectares,...,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,320,Hectares,-,Hectares,-,Hectares,30,Hectares,-,Hectares,-,Hectares,-,Hectares,11427,Hectares,157,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,1096,Hectares,42,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,12572,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6322,Hectares,-,Hectares,842,Hectares,80,Hectares,30,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35028,18,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,-,Hectares,131,Hectares,69,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,105,Hectares,105,Hectares,-,Hectares,...,Hectares,149504,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,230,Hectares,-,Hectares,13,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6195,Hectares,20,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1625,Hectares,-,Hectares,4,Hectares,-,Hectares,304,Hectares,-,Hectares,6830,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,926,Hectares,70,Hectares,235,Hectares,12,Hectares,20,Hectares,-,Hectares,-,Hectares,7,Hectares,12,2016
35029,102,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,266,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,96,Hectares,-,Hectares,955,Hectares,40,Hectares,...,Hectares,-,Hectares,843,Hectares,843,Hectares,-,Hectares,...,Hectares,56151,Hectares,...,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,110,Hectares,-,Hectares,-,Hectares,45,Hectares,-,Hectares,-,Hectares,-,Hectares,15882,Hectares,133,Hectares,-,Hectares,-,Hectares,-,Hectares,7,Hectares,-,Hectares,530,Hectares,205,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16605,Hectares,-,Hectares,40,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5950,Hectares,250,Hectares,92,Hectares,100,Hectares,372,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35030,142,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,-,Hectares,169,Hectares,94,Hectares,7880,Hectares,380,Hectares,...,Hectares,-,Hectares,40192,Hectares,40192,Hectares,-,Hectares,...,Hectares,90634,Hectares,...,Hectares,-,Hectares,-,Hectares,1825,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7898,Hectares,-,Hectares,-,Hectares,135,Hectares,-,Hectares,-,Hectares,-,Hectares,27772,Hectares,297,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,594,Hectares,142,Hectares,33,Hectares,-,Hectares,-,Hectares,-,Hectares,46221,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5000,Hectares,400,Hectares,518,Hectares,90,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,49,2016
35031,561,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,130,Hectares,-,Hectares,-,Hectares,202,Hectares,-,Hectares,-,Hectares,99,Hectares,30,Hectares,400,Hectares,-,Hectares,...,Hectares,-,Hectares,3095,Hectares,3095,Hectares,-,Hectares,...,Hectares,35205,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,572,Hectares,-,Hectares,-,Hectares,100,Hectares,43,Hectares,-,Hectares,-,Hectares,28215,Hectares,2174,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4745,Hectares,324,Hectares,86,Hectares,-,Hectares,-,Hectares,-,Hectares,14700,Hectares,-,Hectares,36,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1600,Hectares,150,Hectares,557,Hectares,600,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,12,2016
35032,209,Hectares,20,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,212,Hectares,70,Hectares,30,Hectares,-,Hectares,...,Hectares,-,Hectares,552,Hectares,552,Hectares,-,Hectares,...,Hectares,50979,Hectares,...,Hectares,120,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,537,Hectares,587,Hectares,-,Hectares,-,Hectares,601,Hectares,-,Hectares,-,Hectares,1198,Hectares,214,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,363,Hectares,74,Hectares,33,Hectares,-,Hectares,-,Hectares,-,Hectares,6628,Hectares,4,Hectares,-,Hectares,-,Hectares,113,Hectares,-,Hectares,-,Hectares,-,Hectares,1920,Hectares,-,Hectares,11,Hectares,414,Hectares,15,Hectares,15,Hectares,-,Hectares,-,Hectares,1159,2016
35033,144,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,146,Hectares,10,Hectares,520,Hectares,-,Hectares,...,Hectares,-,Hectares,8601,Hectares,8601,Hectares,-,Hectares,...,Hectares,1906,Hectares,...,Hectares,13,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,399,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,1084,Hectares,56,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,44,Hectares,78,Hectares,14,Hectares,-,Hectares,-,Hectares,-,Hectares,5880,Hectares,2,Hectares,13,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,716,Hectares,-,Hectares,401,Hectares,79,Hectares,200,Hectares,-,Hectares,-,Hectares,-,Hectares,14,2016
35034,16,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,90,Hectares,-,Hectares,1060,Hectares,-,Hectares,-,Hectares,-,Hectares,93,Hectares,4,Hectares,-,Hectares,951,Hectares,...,Hectares,-,Hectares,915,Hectares,915,Hectares,-,Hectares,...,Hectares,96303,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,107,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,100,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,2,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,33,Hectares,-,Hectares,59,Hectares,531,Hectares,13,Hectares,-,Hectares,56,Hectares,-,Hectares,989,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,105,Hectares,-,Hectares,28,Hectares,7,Hectares,-,Hectares,-,Hectares,-,Hectares,2147,Hectares,254,2016
35035,-,Hectares,45,Hectares,-,Hectares,...,Hectares,-,Hectares,10,Hectares,-,Hectares,5418,Hectares,-,Hectares,-,Hectares,-,Hectares,187,Hectares,211,Hectares,-,Hectares,684,Hectares,...,Hectares,-,Hectares,7083,Hectares,7083,Hectares,-,Hectares,...,Hectares,83375,Hectares,...,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,27,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,630,Hectares,-,Hectares,-,Hectares,-,Hectares,17,Hectares,-,Hectares,-,Hectares,19,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,342,Hectares,-,Hectares,854,Hectares,43,Hectares,148,Hectares,-,Hectares,554,Hectares,10,Hectares,3353,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1619,Hectares,-,Hectares,5,Hectares,184,Hectares,-,Hectares,-,Hectares,-,Hectares,223,Hectares,8,2016
35036,-,Hectares,75,Hectares,-,Hectares,...,Hectares,-,Hectares,1252,Hectares,-,Hectares,13407,Hectares,32,Hectares,-,Hectares,-,Hectares,151,Hectares,2256,Hectares,-,Hectares,2285,Hectares,...,Hectares,-,Hectares,825,Hectares,825,Hectares,-,Hectares,...,Hectares,355381,Hectares,...,Hectares,5,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,301,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1081,Hectares,-,Hectares,-,Hectares,-,Hectares,27,Hectares,-,Hectares,-,Hectares,44,Hectares,56,Hectares,-,Hectares,-,Hectares,-,Hectares,33,Hectares,-,Hectares,5811,Hectares,141,Hectares,28,Hectares,-,Hectares,1127,Hectares,2,Hectares,39250,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,38246,Hectares,150,Hectares,5,Hectares,457,Hectares,-,Hectares,-,Hectares,-,Hectares,85,Hectares,12,2016
35037,265,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,25830,Hectares,10,Hectares,-,Hectares,-,Hectares,16,Hectares,180,Hectares,-,Hectares,400,Hectares,...,Hectares,-,Hectares,785,Hectares,785,Hectares,-,Hectares,...,Hectares,57885,Hectares,...,Hectares,-,Hectares,-,Hectares,72,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,515,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,50,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2900,Hectares,-,Hectares,-,Hectares,-,Hectares,410,Hectares,-,Hectares,2645,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1502,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
35038,4,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,8202,Hectares,-,Hectares,121,Hectares,-,Hectares,17,Hectares,20,Hectares,-,Hectares,1928,Hectares,...,Hectares,-,Hectares,25369,Hectares,25369,Hectares,-,Hectares,...,Hectares,33286,Hectares,...,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,102,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,282,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,2731,Hectares,24,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5700,Hectares,5,Hectares,249,Hectares,-,Hectares,2154,Hectares,-,Hectares,11788,Hectares,-,Hectares,125,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3511,Hectares,-,Hectares,34,Hectares,104,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2016
