cod_regiao;Abacate;;Abacaxi*;;Açaí;;Alfafa fenada;;Algodão arbóreo (em caroço);;Algodão herbáceo (em caroço);;Alho;;Amendoim (em casca);;Arroz (em casca);;Aveia (em grão);;Azeitona;;Banana (cacho);;Batata-doce;;Batata-inglesa;;Borracha (látex coagulado);;Borracha (látex líquido);;Cacau (em amêndoa);;Café (em grão) Total;;Café (em grão) Arábica;;Café (em grão) Canephora;;Caju;;Cana-de-açúcar;;Cana para forragem;;Caqui;;Castanha de caju;;Cebola;;Centeio (em grão);;Cevada (em grão);;Chá-da-índia (folha verde);;Coco-da-baía*;;Dendê (cacho de coco);;Erva-mate (folha verde);;Ervilha (em grão);;Fava (em grão);;Feijão (em grão);;Figo;;Fumo (em folha);;Girassol (em grão);;Goiaba;;Guaraná (semente);;Juta (fibra);;Laranja;;Limão;;Linho (semente);;Maçã;;Malva (fibra);;Mamão;;Mamona (baga);;Mandioca;;Manga;;Maracujá;;Marmelo;;Melancia;;Melão;;Milho (em grão);;Noz (fruto seco);;Palmito;;Pera;;Pêssego;;Pimenta-do-reino;;Rami (fibra);;Sisal ou agave (fibra);;Soja (em grão);;Sorgo (em grão);;Tangerina;;Tomate;;Trigo (em grão);;Triticale (em grão);;Tungue (fruto seco);;Urucum (semente);;Uva;
35011;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;5039;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;21750;Quilogramas por Hectare;-;Quilogramas por Hectare;33000;Quilogramas por Hectare;1430;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;2024;Quilogramas por Hectare;2024;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;77218;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2405;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;27000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;26163;Quilogramas por Hectare;16889;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4340;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2999;Quilogramas por Hectare;2607;Quilogramas por Hectare;-;Quilogramas por Hectare;81273;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;43333;Quilogramas por Hectare
35012;20594;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2400;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20519;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2759;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;2145;Quilogramas por Hectare;2145;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;85538;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1952;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;36485;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;17098;Quilogramas por Hectare;-;Quilogramas por Hectare;16000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;6359;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3067;Quilogramas por Hectare;3300;Quilogramas por Hectare;-;Quilogramas por Hectare;74583;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;18600;Quilogramas por Hectare
35013;24055;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;6500;Quilogramas por Hectare;3956;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;23000;Quilogramas por Hectare;17816;Quilogramas por Hectare;-;Quilogramas por Hectare;2344;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1532;Quilogramas por Hectare;1532;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;83370;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;39559;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;6000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1200;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;29166;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;32807;Quilogramas por Hectare;38865;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;31071;Quilogramas por Hectare;-;Quilogramas por Hectare;17575;Quilogramas por Hectare;20509;Quilogramas por Hectare;13591;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;5838;Quilogramas por Hectare;-;Quilogramas por Hectare;4979;Quilogramas por Hectare;-;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3497;Quilogramas por Hectare;600;Quilogramas por Hectare;31473;Quilogramas por Hectare;71255;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;7333;Quilogramas por Hectare
35014;18021;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;8000;Quilogramas por Hectare;3540;Quilogramas por Hectare;4000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;19851;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1498;Quilogramas por Hectare;1498;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;79366;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;8000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1366;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;27000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;27277;Quilogramas por Hectare;24493;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;25000;Quilogramas por Hectare;-;Quilogramas por Hectare;16333;Quilogramas por Hectare;21053;Quilogramas por Hectare;9125;Quilogramas por Hectare;-;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;5378;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3236;Quilogramas por Hectare;2056;Quilogramas por Hectare;35000;Quilogramas por Hectare;75905;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare
35015;25924;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3882;Quilogramas por Hectare;2105;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;26429;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1678;Quilogramas por Hectare;1678;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;77669;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;68000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2400;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;21000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;30059;Quilogramas por Hectare;34483;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;22919;Quilogramas por Hectare;19684;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;6524;Quilogramas por Hectare;-;Quilogramas por Hectare;5000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3463;Quilogramas por Hectare;3600;Quilogramas por Hectare;39333;Quilogramas por Hectare;90000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare
35016;18452;Quilogramas por Hectare;30160;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;19072;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2897;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;688;Quilogramas por Hectare;688;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;74317;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;11885;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2697;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;35726;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;24005;Quilogramas por Hectare;21276;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;12124;Quilogramas por Hectare;13200;Quilogramas por Hectare;16667;Quilogramas por Hectare;-;Quilogramas por Hectare;26439;Quilogramas por Hectare;-;Quilogramas por Hectare;6161;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2970;Quilogramas por Hectare;2992;Quilogramas por Hectare;23894;Quilogramas por Hectare;63963;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;666;Quilogramas por Hectare;10000;Quilogramas por Hectare
35017;-;Quilogramas por Hectare;28819;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3356;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;14114;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2917;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1211;Quilogramas por Hectare;1211;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;78582;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;16020;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2779;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;26000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;35000;Quilogramas por Hectare;19468;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;41000;Quilogramas por Hectare;-;Quilogramas por Hectare;18962;Quilogramas por Hectare;20946;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4146;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3199;Quilogramas por Hectare;3189;Quilogramas por Hectare;24458;Quilogramas por Hectare;86825;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;694;Quilogramas por Hectare;-;Quilogramas por Hectare
35018;14400;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3093;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;14836;Quilogramas por Hectare;17665;Quilogramas por Hectare;-;Quilogramas por Hectare;2695;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1241;Quilogramas por Hectare;1241;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;72090;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;16778;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3200;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;30000;Quilogramas por Hectare;-;Quilogramas por Hectare;13770;Quilogramas por Hectare;20833;Quilogramas por Hectare;12667;Quilogramas por Hectare;-;Quilogramas por Hectare;26650;Quilogramas por Hectare;-;Quilogramas por Hectare;4013;Quilogramas por Hectare;-;Quilogramas por Hectare;600;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3327;Quilogramas por Hectare;2726;Quilogramas por Hectare;20000;Quilogramas por Hectare;86154;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare
35019;20063;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;5152;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;16397;Quilogramas por Hectare;20636;Quilogramas por Hectare;-;Quilogramas por Hectare;3195;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1318;Quilogramas por Hectare;1310;Quilogramas por Hectare;2333;Quilogramas por Hectare;...;Quilogramas por Hectare;71579;Quilogramas por Hectare;...;Quilogramas por Hectare;27750;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;15395;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;33313;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;35455;Quilogramas por Hectare;47557;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;28783;Quilogramas por Hectare;17746;Quilogramas por Hectare;16000;Quilogramas por Hectare;-;Quilogramas por Hectare;30802;Quilogramas por Hectare;-;Quilogramas por Hectare;5205;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2665;Quilogramas por Hectare;4000;Quilogramas por Hectare;-;Quilogramas por Hectare;78269;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare
35020;8879;Quilogramas por Hectare;24257;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4218;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;27297;Quilogramas por Hectare;14316;Quilogramas por Hectare;-;Quilogramas por Hectare;3406;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1397;Quilogramas por Hectare;1396;Quilogramas por Hectare;4000;Quilogramas por Hectare;...;Quilogramas por Hectare;75214;Quilogramas por Hectare;...;Quilogramas por Hectare;20971;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2119;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1250;Quilogramas por Hectare;21088;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;40794;Quilogramas por Hectare;31243;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;25000;Quilogramas por Hectare;-;Quilogramas por Hectare;24421;Quilogramas por Hectare;10727;Quilogramas por Hectare;20160;Quilogramas por Hectare;-;Quilogramas por Hectare;27032;Quilogramas por Hectare;-;Quilogramas por Hectare;5549;Quilogramas por Hectare;-;Quilogramas por Hectare;2300;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3352;Quilogramas por Hectare;2812;Quilogramas por Hectare;38863;Quilogramas por Hectare;95667;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;14000;Quilogramas por Hectare
35021;13548;Quilogramas por Hectare;12714;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4955;Quilogramas por Hectare;2000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;26892;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2529;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1807;Quilogramas por Hectare;1807;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;77943;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;8600;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2491;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;600;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;36870;Quilogramas por Hectare;12566;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20565;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;5056;Quilogramas por Hectare;-;Quilogramas por Hectare;4462;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3830;Quilogramas por Hectare;2381;Quilogramas por Hectare;35281;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare
35022;15381;Quilogramas por Hectare;26250;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;4217;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;29683;Quilogramas por Hectare;-;Quilogramas por Hectare;36991;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1404;Quilogramas por Hectare;1404;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;72649;Quilogramas por Hectare;...;Quilogramas por Hectare;21000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4600;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3026;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;39687;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;40365;Quilogramas por Hectare;26748;Quilogramas por Hectare;-;Quilogramas por Hectare;30000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;22785;Quilogramas por Hectare;-;Quilogramas por Hectare;20364;Quilogramas por Hectare;-;Quilogramas por Hectare;36000;Quilogramas por Hectare;-;Quilogramas por Hectare;6581;Quilogramas por Hectare;-;Quilogramas por Hectare;1200;Quilogramas por Hectare;-;Quilogramas por Hectare;20211;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3730;Quilogramas por Hectare;3658;Quilogramas por Hectare;30020;Quilogramas por Hectare;-;Quilogramas por Hectare;3392;Quilogramas por Hectare;2705;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;12800;Quilogramas por Hectare
35023;5697;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;5474;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;25652;Quilogramas por Hectare;14333;Quilogramas por Hectare;32423;Quilogramas por Hectare;3236;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1195;Quilogramas por Hectare;1195;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;80266;Quilogramas por Hectare;...;Quilogramas por Hectare;22750;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2183;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;53841;Quilogramas por Hectare;26938;Quilogramas por Hectare;-;Quilogramas por Hectare;25500;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;22014;Quilogramas por Hectare;-;Quilogramas por Hectare;10333;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;5093;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;6375;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3480;Quilogramas por Hectare;4790;Quilogramas por Hectare;15299;Quilogramas por Hectare;61912;Quilogramas por Hectare;3255;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;23333;Quilogramas por Hectare
